46.52122,-84.37997,296.7,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,274.4,1.2,NSault Ste. Marie,Algoma District,Ontario,Canada
46.5211,-84.37334,300.6,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,273.8,1.2,NAlgoma District,Ontario,Canada,P6C
46.51547,-84.39979,309.7,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,271.6,2.9,NAlgoma District,Ontario,Canada,P6C
46.51536,-84.39334,313.3,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,271.6,2.7,NAlgoma District,Ontario,Canada,P6C
42.87283,-84.23669,297.1,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,273.7,0.6,NOwosso,Bennington Township,Shiawassee County,Michigan
42.30161,-83.15596,296.5,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,272.4,1,NFord,Dearborn,Wayne County,Michigan
42.29663,-83.17138,298.9,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,272.4,1.2,NMelvindale,Wayne County,Michigan,United States
42.29602,-83.15648,303.1,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,273.5,1,NFord,Detroit,Wayne County,Michigan
42.29084,-83.1669,307.8,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,271.6,1.2,NDetroit,Wayne County,Michigan,United States
42.29816,-83.15391,309.8,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,273.3,2,NOakwood Heights,Dearborn,Wayne County,Michigan
34.94228,-85.70218,297.5,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,284.4,1.2,NBridgeport,Jackson County,Alabama,United States
34.37732,-79.88815,307.9,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.1,1.1,NDarlington,Darlington County,South Carolina,United States
34.37302,-79.88875,302.1,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.6,0.8,NDarlington,Darlington County,South Carolina,United States
34.23841,-84.79791,333.6,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,286.7,4,NCartersville,Bartow County,Georgia,United States
33.96206,-81.05286,306.4,0.5,0.5,4/22/17,636,N,nominal,1.0NRT,289.2,1.6,NCayce,Lexington County,South Carolina,United States
33.73885,-79.00554,306.9,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.4,0.7,NMyrtle Beach,Horry County,South Carolina,United States
33.7384,-79.00128,299.9,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.2,0.7,NMyrtle Beach,Horry County,South Carolina,United States
33.76739,-86.39561,302.7,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,287.5,1,NSpringville,St. Clair County,Alabama,United States
33.76271,-86.39607,306,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,287.5,1.1,NSpringville,St. Clair County,Alabama,United States
33.73213,-86.15611,299.2,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,287.2,0.9,NSt. Clair County,Alabama,United States,35131
32.07357,-85.76722,303.7,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,287.3,1,NBullock County,Alabama,United States,36089
32.07564,-85.76354,303.5,0.5,0.7,4/22/17,636,N,nominal,1.0NRT,287.2,1.2,NBullock County,Alabama,United States,36089
31.9034,-85.62106,312.9,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,286.6,1.2,NBarbour County,Alabama,United States,36048
31.52429,-84.40103,303.6,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,286.8,0.5,NAlbany,Dougherty County,Georgia,United States
31.38189,-84.11452,297.4,0.4,0.6,4/22/17,636,N,nominal,1.0NRT,286.8,0.4,NBaconton,Mitchell County,Georgia,United States
